OTU	G441802_mean	G441303_mean	G441284_mean	G440282_mean	G441424_mean	G440305_mean	G445224_mean	G440606_mean	G440981_mean	G440883_mean	G441502_mean	G440205_mean	G440104_mean	G445302_mean
296442.0	1.6	1.1	4.2	3.1	3.4	2.2	4.4	2.7	4.0	1.7	3.7	5.5	2.5	1.8
4435396.0	1.0	1.0	1.7	1.0	.9	1.5	1.3	1.5	1.1	.7	.5	1.5	1.4	1.4
196296.0	30.0	25.3	63.3	61.0	57.1	44.4	69.7	26.4	64.4	27.6	59.5	66.2	53.4	42.0
4372003.0	6.3	7.1	8.9	2.9	2.4	7.9	5.4	18.4	5.8	6.4	8.1	4.6	8.0	7.2
4326080.0	1.2	1.0	.4	.9	1.1	.8	.4	.6	.5	.9	.4	.8	1.7	1.2
750071.0	11.1	8.4	7.0	8.9	13.4	4.3	3.2	4.5	8.3	8.8	9.6	5.1	5.5	7.6
4313823.0	.6	.5	.4	.4	.6	.1	.1	.6	1.1	.3	.3	.1	.0	.3
4447950.0	78.3	118.6	118.2	67.4	85.7	180.1	135.9	136.1	97.6	61.4	45.1	139.9	136.5	150.3
3035308.0	4.2	.6	7.8	5.9	1.7	4.7	5.1	2.7	5.8	2.6	10.1	11.6	3.9	1.2
175336.0	2.9	3.2	2.2	2.8	3.7	1.8	3.7	2.5	3.2	3.9	4.1	1.3	1.9	2.5
4428714.0	4.0	3.9	.9	1.1	2.7	1.7	4.0	1.9	3.6	5.5	8.8	1.4	1.2	1.6
4474951.0	22.2	39.7	36.5	47.8	40.7	33.8	41.0	19.1	42.0	18.7	13.5	64.5	30.2	33.2
190679.0	14.5	3.2	4.7	6.4	13.2	8.6	12.6	8.6	11.7	9.4	16.2	6.9	3.9	5.4
2280817.0	1.1	.6	2.6	2.0	2.2	1.4	2.7	1.5	2.4	1.0	2.4	3.4	1.8	1.3
4309760.0	3.1	.7	.7	6.4	5.0	3.2	2.8	1.3	4.0	4.5	7.8	2.4	1.5	.9
178738.0	.7	.6	.6	1.1	.3	.1	.3	.5	.7	.5	.2	.1	.5	.7
141700.0	.0	.2	.1	.1	.3	.2	.3	.5	.1	.2	.3	.1	.2	.0
2066056.0	4.3	3.4	4.2	1.5	3.1	1.7	1.8	2.3	1.9	3.8	1.8	.9	1.3	4.8
334459.0	.8	.5	.4	.4	.2	.3	.5	.4	.4	.6	.4	.3	.3	.7
178253.0	6.1	3.6	7.8	4.1	4.1	31.3	7.3	7.0	3.1	5.9	4.5	17.5	14.5	5.2
4446898.0	.7	.7	1.1	.8	.7	1.7	.8	1.2	.5	.5	.3	1.2	1.3	1.3
4464858.0	1.0	.3	.5	.2	.7	.2	.6	.6	.8	.3	.6	.3	1.9	.8
4481131.0	200.8	235.8	162.1	204.7	203.5	135.8	127.3	157.8	187.7	166.5	303.7	172.2	189.5	214.1
4416113.0	1.8	3.9	.9	1.2	4.0	1.8	4.5	1.6	2.8	9.7	3.4	5.9	6.9	1.1
4331360.0	.4	.4	.4	.7	.6	1.0	.6	.4	.4	.2	.3	.8	.4	.3
4415390.0	8.7	9.0	13.1	6.1	6.3	7.3	3.2	14.7	5.9	6.2	3.9	3.3	10.4	7.0
289730.0	3.2	1.9	3.3	1.4	1.2	.4	1.2	3.2	4.2	2.3	3.2	.3	.8	1.4
2582660.0	6.2	8.4	3.3	6.4	5.7	3.8	3.4	6.0	5.7	4.9	6.8	3.5	6.8	4.3
357046.0	18.2	28.3	14.2	24.8	22.4	40.9	26.3	18.5	12.8	10.8	16.4	27.0	24.8	27.7
2941399.0	2.4	7.9	3.2	2.8	1.7	2.8	2.1	6.7	2.7	4.6	1.1	2.0	4.4	3.8
146557.0	19.5	23.8	22.2	42.3	41.8	19.8	30.5	4.1	19.5	13.0	39.0	26.2	12.9	43.7
15728.0	11.6	11.5	7.5	5.7	7.9	6.2	5.4	9.4	6.2	8.4	6.1	6.5	5.8	12.1
922362.0	.2	.4	.3	.1	.2	.3	.3	.3	1.2	.2	.8	.1	.0	.3
4461030.0	7.5	7.0	7.0	5.6	5.6	5.1	9.5	6.6	8.5	9.5	6.4	8.0	8.6	8.7
4403632.0	1.2	1.7	1.1	1.9	2.3	1.3	1.5	1.2	1.4	1.5	2.3	.9	1.1	1.2
740317.0	.1	.2	.1	.1	.3	.2	.3	.5	.1	.4	.3	.2	.4	.0
4414476.0	15.4	14.4	24.1	29.7	21.5	41.1	27.4	20.3	19.7	16.2	11.3	23.4	15.8	13.8
4453535.0	4.9	2.9	3.3	2.6	3.7	.7	1.2	4.3	3.6	4.9	4.6	2.0	4.5	2.9
2814830.0	5.8	8.4	3.8	8.9	10.3	7.3	3.5	8.3	3.3	3.5	8.0	3.7	6.0	7.2
186866.0	4.1	6.4	6.2	3.5	4.4	9.3	6.9	7.3	5.0	3.3	2.4	7.5	7.3	8.0
311947.0	3.5	3.1	2.9	2.1	2.6	1.8	3.9	2.6	8.7	3.5	4.7	2.3	2.2	3.3
4331760.0	2.0	2.1	2.3	1.6	2.0	7.7	3.0	2.0	1.2	2.0	2.4	3.7	4.2	2.0
4347159.0	.9	.8	.5	.4	.5	.7	.4	1.0	.3	.7	.4	.4	2.7	1.4
4383052.0	6.2	5.3	2.6	6.8	5.3	.5	1.5	3.0	3.0	2.5	3.8	1.5	4.5	4.8
229874.0	12.2	9.3	5.6	7.0	13.2	6.1	11.2	5.2	17.3	18.3	18.9	5.1	3.3	2.0
1952.0	1.0	.8	1.4	.9	1.0	1.9	1.4	1.1	.8	.9	1.1	1.3	1.4	1.7
2497335.0	1.0	1.6	1.8	1.0	1.0	2.0	1.0	1.4	.9	1.0	.7	1.7	1.2	2.1
4473788.0	1.6	1.1	1.1	1.7	2.2	2.0	1.3	1.1	1.4	2.2	2.9	1.2	1.2	1.3
4458306.0	15.5	11.1	20.7	25.1	20.0	22.5	11.1	19.3	6.9	7.8	12.1	32.0	27.9	20.4
4029632.0	.9	1.0	1.4	.8	.8	1.5	1.3	1.4	1.0	.7	.5	1.3	1.2	1.2
4371341.0	17.5	4.3	41.5	57.1	49.7	24.7	52.7	18.7	31.8	18.9	19.1	35.9	16.9	13.2
294196.0	.6	.4	1.8	1.3	1.4	.9	2.1	1.2	1.6	.7	1.6	2.3	1.2	.8
2388617.0	6.2	3.0	6.7	4.0	3.3	16.3	6.1	6.8	3.3	3.0	3.2	4.1	10.3	3.0
3121406.0	1.5	1.3	3.1	1.1	.6	2.4	.3	3.5	.8	.8	.2	2.7	1.9	2.0
846127.0	1.1	1.0	1.5	1.0	1.2	2.4	1.5	1.4	1.1	1.0	1.2	1.5	1.7	1.8
4454586.0	6.1	3.7	3.7	4.5	4.0	8.4	6.7	6.8	4.7	4.5	3.8	7.6	8.6	5.4
4418496.0	28.4	26.0	38.5	26.8	30.6	52.9	39.0	30.4	25.9	27.0	31.7	36.6	40.6	45.0
174493.0	1.0	.9	.7	1.2	1.1	.8	1.0	.7	.9	.6	1.6	1.5	.8	1.0
192720.0	.4	.3	.3	.9	.7	.7	.6	.3	.3	.3	.9	.4	.2	.2
191148.0	.8	.9	.7	1.1	1.2	.8	1.0	.6	.9	.6	1.8	1.1	.9	.8
132041.0	1.0	.9	.4	.4	.7	.5	.6	.6	.3	.6	.5	.5	2.1	1.2
4388068.0	5.1	3.2	1.0	3.8	10.6	4.5	11.2	.7	6.2	4.0	16.8	3.4	2.1	1.5
4354477.0	2.4	1.1	1.9	.9	.9	.7	1.2	.7	1.4	1.8	1.0	.8	1.1	1.5
307571.0	.6	.3	1.3	1.0	1.1	.8	1.4	.8	1.3	.6	1.3	1.7	.9	.5
4445078.0	5.3	6.0	2.6	5.7	13.1	3.1	10.3	1.8	11.1	6.6	14.3	3.5	7.0	3.8
194672.0	1.0	.7	.4	.6	.4	.4	.7	.4	.5	.4	.6	.6	.4	1.1
198786.0	.6	.4	1.6	1.1	1.2	.9	1.8	1.1	1.4	.7	1.4	2.1	1.0	.7
181422.0	1.2	.9	1.2	1.6	1.5	1.3	1.2	1.0	1.4	.5	3.1	1.8	1.3	1.6
2686369.0	2.6	1.5	1.6	2.9	2.1	.3	.6	2.9	1.0	1.1	.7	.8	2.3	1.4
4468466.0	11.6	10.7	7.3	9.4	9.1	9.8	13.0	6.1	11.5	7.4	10.6	8.6	6.9	7.5
229919.0	10.2	17.4	10.4	8.6	21.2	5.3	9.0	13.1	11.9	16.7	32.1	6.2	8.0	9.4
4420669.0	1.9	1.5	1.5	.6	.5	3.4	1.1	1.7	.8	1.7	1.7	2.0	4.3	1.3
3430935.0	1.2	1.3	1.2	1.9	1.5	1.2	1.4	1.1	1.6	1.0	2.5	1.8	1.3	1.3
4387771.0	.2	1.8	.3	.3	1.1	.2	.7	.1	.1	.4	1.2	.3	.2	.4
303571.0	3.3	2.2	1.4	2.4	3.9	1.9	5.1	2.3	3.3	2.7	4.1	2.5	1.2	2.1
4483337.0	.3	.3	.3	.3	.3	.9	.3	.3	.1	.1	.3	.5	.6	.3
173863.0	10.8	4.5	4.4	5.0	6.2	3.5	3.4	3.7	4.5	3.2	6.9	5.2	3.0	5.8
4385326.0	1.4	1.4	.8	2.1	4.6	1.8	2.6	1.8	1.2	1.7	8.0	.9	2.1	1.5
4427290.0	26.6	32.4	17.7	26.3	48.3	11.5	21.0	30.5	27.2	27.4	30.0	12.2	15.4	27.1
1579256.0	.3	1.6	.6	.3	1.9	.6	1.9	.5	.1	.2	2.0	1.2	.7	1.2
4331364.0	1.4	.9	.3	.6	.8	.7	.7	1.3	.6	.8	1.8	.7	3.3	.5
251702.0	2.1	1.8	1.6	1.1	2.5	.6	.9	2.5	2.1	2.2	2.3	1.5	2.4	1.6
181539.0	.6	.4	1.4	1.1	1.2	.9	1.6	.9	1.3	.7	1.4	1.8	.9	.7
4111715.0	1.0	.9	1.6	1.0	.7	.5	.9	.8	1.3	1.6	.9	.6	.8	1.1
173565.0	.8	.4	1.3	1.1	1.1	.7	1.3	.8	1.2	.5	1.2	1.5	.7	.8
849535.0	1.8	1.8	6.6	3.0	3.4	5.5	19.9	8.1	9.5	5.5	9.0	8.7	6.2	2.3
312070.0	.5	.3	.2	.3	.1	.0	.1	.2	.3	.3	.1	.1	.1	.4
4419459.0	2.4	1.2	2.0	2.8	6.6	4.0	6.2	1.7	7.3	3.6	4.5	4.3	1.8	1.5
3589845.0	34.4	25.3	11.9	37.3	40.0	6.1	18.4	10.6	31.2	19.1	10.8	23.9	12.9	27.6
4468891.0	2.5	2.3	1.1	1.1	1.4	.8	.7	1.8	1.2	3.7	1.7	1.0	1.7	1.5
2740950.0	23.0	13.8	25.8	25.5	32.6	18.2	20.2	12.9	29.5	13.5	20.0	17.5	11.9	16.1
4364405.0	9.6	5.5	6.4	10.1	8.2	12.2	6.8	6.2	5.4	9.1	11.9	5.8	4.8	7.9
345637.0	.4	.3	.4	.2	.3	.9	.5	.5	.3	.3	.2	.6	.5	.4
4449054.0	73.7	109.1	81.9	51.6	61.9	65.9	73.4	72.5	58.7	93.4	59.4	69.1	56.7	96.2
4390319.0	.4	.4	.4	.5	.2	.8	.4	.3	.3	.2	.1	.8	.5	.5
4481427.0	35.0	23.3	41.2	43.6	42.2	29.3	40.3	29.5	54.0	27.1	19.2	33.4	19.1	25.4
182052.0	.4	.6	.7	.3	.3	.9	1.1	1.0	.5	.3	.2	1.1	.9	1.2
4374084.0	7.9	10.3	13.3	8.3	6.8	20.7	10.5	8.5	8.7	6.4	11.6	9.8	14.1	13.2
1057526.0	1.2	1.7	1.0	1.0	1.3	1.5	1.8	2.6	2.0	1.7	1.7	.8	1.6	1.1
4366391.0	.7	.7	.9	.5	.5	1.0	.9	.6	.5	.6	.4	.9	.8	.9
4453609.0	95.2	86.0	80.8	52.6	67.9	130.9	99.5	69.4	79.5	72.5	68.5	90.0	89.0	110.4
4454257.0	3.8	4.5	4.6	3.7	3.9	2.9	5.7	4.7	5.6	5.8	3.9	5.1	5.5	5.5
355685.0	.8	.8	.6	.9	.9	.8	.8	.5	.9	1.2	1.4	1.1	.8	.7
851323.0	1.6	1.8	1.6	.8	1.1	5.8	1.0	3.4	2.1	1.2	1.2	2.6	3.6	3.2
4476578.0	.5	.6	.7	.5	.5	1.1	.7	.7	.3	.4	.3	1.1	.7	.8
308760.0	12.9	26.5	2.0	5.1	19.4	6.5	15.5	1.4	3.9	10.7	28.0	7.9	2.6	2.7
851938.0	1.8	1.4	1.0	.6	1.7	.4	.4	1.7	1.9	1.9	1.2	.9	1.6	1.2
104069.0	.0	.2	.1	.1	.2	.2	.2	.3	.1	.4	.2	.1	.0	.0
365628.0	.3	.5	.7	.4	.4	.8	.5	.7	.2	.3	.2	.6	.3	.3
4343842.0	.9	.9	.7	1.6	.8	.4	1.0	.4	1.2	1.8	1.8	.5	.4	.5
189760.0	.8	.7	.7	1.0	1.0	.8	.9	.6	.8	.5	1.4	1.1	.8	.7
2281837.0	1.7	1.3	2.1	1.4	1.2	.9	1.8	1.3	2.0	2.5	1.5	1.2	1.4	1.8
4465907.0	.8	1.4	.4	1.0	.8	.4	.4	1.2	.9	.9	.6	.4	1.0	1.0
4254313.0	7.5	5.1	10.4	5.6	4.9	6.8	3.6	8.9	7.5	9.0	8.3	7.4	7.6	8.5
4453773.0	3.9	3.5	8.1	4.8	4.1	4.7	2.2	2.1	4.0	2.7	4.8	3.7	3.4	5.2
191108.0	.4	.2	.1	.2	.0	.0	.1	.1	.1	.2	.1	.1	.1	.4
4441615.0	3.2	3.3	4.0	5.2	2.0	2.3	1.7	2.4	1.4	1.8	.4	2.8	2.1	4.8
4432889.0	.2	.2	.3	.3	.3	.2	.3	.5	1.2	.5	.5	.1	.1	.3
181139.0	.9	.7	.5	.4	.3	.3	.4	.3	.4	.4	.5	.4	.3	1.1
4464173.0	48.8	36.7	39.2	50.3	57.0	46.5	44.3	58.7	54.0	37.4	39.3	59.6	44.7	34.2
4413170.0	1.2	1.8	1.1	.8	1.5	1.3	1.8	2.4	1.7	1.5	1.7	.5	1.5	.9
4429608.0	7.2	7.4	7.9	8.7	3.5	3.1	3.0	4.9	3.4	6.1	1.7	5.4	3.6	7.5
4393565.0	5.4	5.7	7.4	3.9	2.8	3.8	1.7	4.1	1.5	5.6	1.4	2.2	4.3	5.0
4368600.0	4.2	4.8	4.6	4.2	3.9	3.2	5.7	4.5	5.6	5.8	4.4	5.4	5.9	5.6
4476780.0	6.7	7.2	5.9	5.8	5.5	13.8	6.2	6.1	4.5	3.9	3.2	7.0	7.5	8.6
1751298.0	12.8	15.9	12.6	14.2	18.1	19.4	13.2	11.7	16.3	14.0	16.6	16.7	10.6	18.2
4476089.0	.1	.2	.1	.1	.3	.2	.3	.5	.2	.4	.3	.2	.1	.0
4396877.0	2.9	3.8	2.7	2.7	2.0	1.3	1.4	2.6	1.4	3.9	2.2	1.5	1.7	3.2
3426658.0	.7	.6	2.3	.6	.6	1.0	.8	.9	.7	.5	.3	1.9	.9	1.0
4482404.0	3.8	4.4	12.3	5.0	4.8	3.2	1.6	6.8	1.6	3.2	1.9	3.7	5.7	2.9
4437814.0	.4	.2	.3	.3	.2	.6	.5	.5	.3	.2	.1	.7	.6	.8
4295618.0	.6	.4	1.3	1.0	1.1	.8	1.5	.8	1.2	.5	1.2	1.9	.9	.7
177403.0	.6	.9	1.6	1.0	1.5	.5	.8	1.2	.9	1.7	1.9	.5	.5	.6
208949.0	7.5	15.8	19.1	3.8	12.0	7.9	3.8	14.1	15.1	9.5	.9	11.3	10.4	10.0
4436046.0	13.8	8.9	21.5	18.9	9.8	6.9	8.2	7.7	6.5	7.6	5.7	8.9	10.1	12.4
4477696.0	53.4	31.3	50.6	69.0	48.5	50.4	47.7	26.7	30.7	57.1	61.8	68.9	48.4	46.8
4380137.0	.5	.3	.2	.4	.1	.1	.1	.2	.3	.3	.1	.1	.1	.3
840376.0	1.7	1.0	.9	1.8	1.8	.6	1.6	1.0	1.0	1.2	1.3	.9	.5	1.4
4454025.0	1.3	2.0	3.6	3.2	1.6	2.3	1.5	2.6	1.0	1.2	.5	1.8	1.7	2.4
4482983.0	17.7	13.2	9.1	20.0	15.2	8.5	8.6	13.3	11.4	12.5	13.2	9.4	13.9	11.3
2423305.0	2.1	3.1	1.1	.9	1.6	.3	.7	1.4	1.0	.8	2.0	.2	.4	3.4
4447176.0	.7	.5	.9	1.0	.8	1.1	.6	.8	.6	.4	.5	.7	.8	.5
593868.0	3.5	3.3	1.1	1.1	2.9	1.5	2.5	1.0	1.7	3.8	3.9	1.4	1.2	2.2
299474.0	.6	.3	.2	.4	.2	.1	.1	.3	.4	.3	.1	.1	.2	.4
4333897.0	.9	.8	1.2	.8	.7	.5	1.0	.6	1.1	1.6	.8	.5	.7	1.0
215670.0	.5	.3	1.1	.8	.9	.6	1.2	.7	1.0	.4	1.0	1.4	.6	.5
4300690.0	11.8	10.7	5.8	8.9	7.7	7.8	7.5	4.8	7.4	11.0	13.6	7.6	3.9	6.9
4471245.0	3.0	1.3	1.6	5.1	2.9	.8	1.0	6.7	2.5	1.8	1.3	1.1	4.0	2.6
4472130.0	.6	.5	.7	1.1	1.0	1.6	1.0	.9	1.1	.9	.9	1.5	.8	.5
178018.0	2.1	2.8	.9	2.8	4.8	1.2	1.9	2.1	1.2	1.3	2.0	1.5	2.0	2.0
4453060.0	1.3	1.4	30.9	6.9	1.1	.7	3.9	5.2	4.1	10.9	2.1	.9	5.8	5.0
179512.0	.4	.2	.1	.3	.1	.1	.1	.1	.1	.2	.1	.1	.1	.5
4446058.0	.5	1.0	.4	1.4	2.2	.8	1.1	1.1	.8	1.3	1.0	.4	1.0	.6
4471279.0	6.0	7.1	6.5	5.3	9.7	3.3	2.3	10.6	6.4	3.8	5.3	4.4	8.3	5.7
230132.0	16.7	8.2	1.9	5.6	20.9	10.9	31.9	16.0	2.6	11.9	25.0	1.4	1.2	1.2
4405482.0	.5	.4	.6	.9	.7	1.1	.6	.6	.6	.3	.5	.7	.6	.5
4459196.0	3.0	4.3	5.1	6.8	8.3	14.0	5.8	8.8	7.4	2.7	4.1	10.2	12.5	5.0
174019.0	11.3	11.2	25.7	11.7	23.3	20.1	19.0	17.4	16.2	11.3	17.5	19.8	9.4	8.4
591439.0	.7	.6	.3	.4	.8	.3	.8	.6	.6	1.0	1.9	.3	.3	.4
4353658.0	2.5	8.5	11.1	4.1	7.8	.4	3.8	3.6	11.9	5.0	5.2	8.0	2.4	2.1
4474760.0	2.3	3.4	1.5	1.5	2.0	2.5	2.9	1.6	1.5	2.9	4.8	2.0	1.4	1.8
180999.0	1.2	1.6	1.0	2.3	2.2	1.3	.8	2.2	1.1	1.2	2.5	1.6	1.8	1.1
4420570.0	6.3	5.7	1.7	1.5	4.6	1.8	2.0	17.4	4.5	2.8	3.2	3.0	4.2	4.5
4470870.0	14.6	9.8	7.1	8.2	10.8	17.3	17.4	8.3	11.2	14.0	8.8	10.5	12.9	18.2
4417335.0	1.2	1.4	1.5	1.1	1.1	3.0	1.5	1.4	.6	.8	.8	2.5	1.7	1.6
2368865.0	8.1	4.9	1.6	3.5	9.6	2.6	8.5	4.2	5.8	5.3	6.9	5.7	3.7	4.3
4202174.0	.5	.7	.5	.6	.9	1.0	1.2	.6	.6	.8	2.0	.8	.4	.4
266935.0	.4	.3	.1	.4	.1	.1	.1	.2	.3	.3	.1	.1	.1	.3
4456894.0	.9	1.1	.9	.7	1.4	.9	1.3	1.9	2.1	1.0	4.3	.4	1.1	.8
931528.0	6.9	2.6	6.3	4.9	2.4	3.2	2.8	6.4	4.5	9.6	5.1	2.4	3.2	5.5
1016369.0	.5	.5	.3	.3	.5	.1	.1	.5	.8	.6	.5	.0	.0	.3
4412168.0	1.2	1.8	1.7	1.2	1.1	3.4	1.6	1.8	.6	1.0	.9	2.8	2.0	1.5
839545.0	2.0	3.1	.8	2.8	2.6	1.3	2.0	1.1	2.0	2.4	3.2	2.1	1.8	1.6
4381430.0	1.1	1.2	1.1	1.5	1.0	1.1	1.0	.9	.8	.7	1.1	1.7	1.1	1.5
4189999.0	.5	.6	.8	.6	.4	.8	.7	.7	.6	.4	.3	.8	.7	.8
1102370.0	9.9	9.5	3.8	7.4	6.3	7.1	5.8	7.2	5.4	5.0	10.7	4.2	2.4	6.8
4375000.0	1.2	1.1	1.3	1.0	.9	.7	1.3	.9	1.3	1.9	1.1	.7	.9	1.2
4439398.0	2.6	2.2	4.3	2.4	2.3	4.0	2.8	4.2	2.9	3.8	2.0	3.1	4.3	3.8
566243.0	1.0	.8	1.1	.7	.6	.5	1.0	.7	1.0	1.4	.8	.5	.7	1.0
4484075.0	1.9	1.3	1.2	1.2	1.2	1.3	1.7	.9	1.5	1.1	2.1	1.3	1.0	1.4
4425526.0	5.6	3.4	2.6	5.5	6.6	6.1	3.6	4.0	3.8	4.5	3.9	4.6	3.7	2.6
157224.0	.5	.5	.4	.6	.7	.5	.7	.6	.6	.4	1.7	.6	.5	.7
4462599.0	4.7	3.4	4.4	3.0	3.8	3.2	2.5	3.2	1.3	2.6	2.0	1.8	3.0	4.5
4368575.0	.9	1.7	2.9	.5	.3	3.0	3.4	3.7	.5	1.7	1.8	1.0	2.8	1.9
4070490.0	1.3	.6	1.4	3.2	5.5	1.3	1.4	.9	7.3	3.7	5.6	3.6	.6	.7
3943186.0	8.3	9.0	7.1	8.7	19.0	7.4	13.6	4.6	16.2	6.9	16.0	6.7	6.1	7.1
4470582.0	8.2	8.9	6.2	8.0	7.9	5.1	5.1	6.6	7.0	7.5	11.6	6.9	6.9	7.6
4409280.0	1.5	1.1	.9	1.2	1.2	1.4	1.5	.8	1.3	1.1	1.9	1.2	.9	1.1
3581990.0	.1	.2	.1	.2	.2	.2	.3	.4	.1	.3	.2	.2	.2	.0
187504.0	3.0	3.8	1.1	1.6	1.3	1.1	2.1	1.5	3.3	3.8	1.2	1.2	.8	2.8
4317170.0	.4	.2	.2	.3	.1	.0	.1	.2	.3	.2	.1	.1	.1	.3
1889556.0	.4	.3	.3	.3	.2	.6	.4	.3	.3	.2	.2	.5	.5	.4
124470.0	1.1	1.1	.8	.4	.6	1.8	.6	1.8	.8	.7	.3	1.3	1.4	1.2
174403.0	.7	.6	.4	.7	.7	.5	.7	.4	.6	.4	1.2	.8	.6	.6
3390534.0	.9	.8	1.4	1.4	.8	.6	.5	.6	.6	1.2	1.0	.6	.6	.9
657390.0	1.8	6.5	2.6	.6	.2	10.8	.3	3.6	5.6	1.7	.8	4.0	9.0	5.7
196315.0	.3	.2	.1	.3	.1	.1	.1	.2	.1	.2	.1	.1	.1	.4
214031.0	1.1	.6	.6	.4	.4	1.3	.6	.8	.4	.7	.6	.8	.9	.7
4439530.0	2.9	1.1	2.0	1.1	1.1	.1	1.3	.5	7.6	2.6	.4	.7	1.9	2.7
4373482.0	1.2	1.6	.7	.6	1.3	1.4	2.0	3.1	1.5	1.7	2.2	.6	1.1	1.0
1105984.0	2.2	3.5	6.7	1.8	1.2	15.0	2.5	5.9	3.6	2.6	1.1	5.9	10.2	2.3
849440.0	.4	3.8	.4	2.6	1.5	.2	.7	2.6	.5	.1	.2	.1	.3	3.9
196381.0	1.2	1.5	1.4	.9	3.5	1.3	1.9	.8	5.1	2.7	2.2	4.0	2.4	.5
289709.0	1.0	.9	1.2	.8	.7	.6	1.1	.7	1.1	1.4	.9	.6	.8	1.0
2223978.0	1.5	1.7	.8	1.0	.8	.5	.6	.6	1.2	.9	.8	.5	.8	1.1
184426.0	1.0	.6	.4	.6	.4	.6	.9	.3	.5	.4	.9	.5	.4	.7
568118.0	.2	.2	.5	.4	.5	.3	.6	.4	.5	.2	.5	.7	.3	.2
4335484.0	5.5	2.1	3.5	5.7	2.6	1.4	2.0	11.1	4.2	3.6	4.9	1.9	5.6	3.4
301253.0	1.6	.9	3.1	1.8	2.0	1.5	3.8	3.7	2.2	1.2	2.1	3.2	1.7	1.8
3892207.0	.5	.5	.4	.9	.8	.5	.4	.6	.6	.7	1.3	.6	1.0	.3
4421070.0	.5	.5	.6	.3	.3	.6	.7	.7	.4	.6	.2	.7	.8	1.4
851715.0	3.6	3.5	4.4	3.8	2.4	1.5	2.5	2.6	2.1	4.1	3.4	1.2	1.5	3.1
2689396.0	.8	1.8	.8	.7	1.0	.4	1.0	.5	.8	3.3	.7	.5	1.6	.8
125624.0	5.3	5.2	1.7	5.7	6.7	3.3	2.9	4.6	4.8	7.2	4.5	3.1	3.9	4.0
187225.0	3.0	2.2	1.7	5.8	6.9	4.3	3.1	1.4	2.8	11.3	4.9	4.3	3.1	2.2
3562626.0	.9	1.3	.7	1.2	.8	2.8	1.7	3.1	.4	.2	.8	1.8	1.8	1.8
4477199.0	.4	.5	.4	.3	.6	.4	.9	1.2	.7	.5	.6	.3	1.2	.3
589071.0	.2	.2	.4	.2	.2	.6	.3	.4	.2	.2	.2	.4	.4	.3
158423.0	3.6	3.1	2.2	2.0	6.8	2.2	.7	1.4	2.7	1.4	1.8	2.0	2.4	5.6
181174.0	3.4	3.6	2.3	1.8	4.0	3.2	4.9	2.9	2.2	2.7	2.2	1.7	1.8	4.2
4463108.0	4.2	4.2	7.1	4.0	5.6	1.3	5.5	1.0	11.2	9.3	7.1	1.6	2.7	7.4
791348.0	5.3	2.9	1.8	8.5	8.0	10.7	5.2	1.2	4.2	1.0	3.4	4.8	3.1	3.9
268733.0	1.1	.5	.2	.9	.3	.2	.3	.2	.4	1.0	1.1	.1	.1	.4
279179.0	3.6	2.5	1.5	.8	5.9	3.3	6.8	.7	3.5	1.3	9.7	3.2	.9	.8
823916.0	1.0	1.0	.7	.7	1.6	1.0	1.6	1.9	1.2	1.1	1.9	.7	2.3	1.1
4397092.0	1.3	1.6	.5	1.1	1.8	.2	1.3	.8	2.2	1.3	2.8	.4	1.0	1.6
173965.0	1.0	1.3	.6	1.0	1.1	.4	.6	1.5	.6	.6	1.0	.4	.6	1.4
197274.0	.8	.8	.3	.6	.7	1.0	.9	.5	.6	.3	.6	.8	.5	.9
183328.0	5.4	5.7	5.1	10.8	11.5	9.6	4.1	3.8	6.4	7.0	3.7	7.4	3.3	3.0
4429981.0	11.0	11.1	16.4	11.4	14.6	5.7	9.0	9.7	8.0	8.5	14.8	7.6	12.7	7.7
728860.0	.2	.3	.1	.3	.3	.1	.3	.4	.6	.5	.8	.0	.0	.2
174611.0	1.5	.9	1.0	1.2	2.1	.8	1.6	.8	1.1	.9	3.5	1.5	1.2	1.3
4446669.0	2.3	2.6	5.5	3.4	1.8	1.1	1.5	1.8	2.0	3.3	.6	1.6	.6	2.8
3579831.0	.4	.3	.4	.6	.5	.8	.4	.4	.4	.2	.4	.5	.4	.3
299441.0	1.8	2.6	.5	.9	1.1	.9	2.3	.9	2.1	2.7	2.3	.5	.4	.6
198910.0	.4	.5	.4	.5	.5	.4	.4	.3	.4	.3	.9	.5	.4	.3
216550.0	3.8	2.2	1.9	1.3	2.2	4.3	4.6	2.5	2.6	2.8	4.2	2.2	1.5	3.7
175148.0	5.5	3.5	1.5	2.3	2.1	1.7	2.2	2.9	2.0	2.1	2.1	1.5	1.3	3.1
2920309.0	.5	.7	.7	.5	.5	.8	.7	.5	.5	.6	.3	.8	.7	.7
180528.0	.8	.4	.2	.7	.5	.2	.5	.3	.4	.4	.4	.3	.2	.7
2229500.0	3.0	2.2	1.4	2.0	2.6	1.9	2.0	2.1	1.8	1.9	1.9	1.6	2.5	2.0
4347520.0	5.1	3.2	5.7	2.5	1.2	1.2	1.3	3.2	1.6	2.5	.7	2.2	1.7	2.9
4443172.0	59.9	50.3	58.3	72.0	65.1	49.9	64.6	55.6	91.5	67.5	51.7	40.0	49.5	56.0
157054.0	3.0	8.9	3.4	5.4	4.2	5.9	3.8	2.3	5.1	2.4	3.2	7.0	3.2	1.8
