OTU	G441802_mean	G441303_mean	G441284_mean	G440282_mean	G441424_mean	G440305_mean	G445224_mean	G440606_mean	G440981_mean	G440883_mean	G441502_mean	G440205_mean	G440104_mean	G445302_mean
195508.0	.2	.2	.2	.1	.1	.4	.2	.3	.1	.1	.0	.5	.3	.4
834829.0	3.8	15.0	12.7	4.4	2.4	8.8	.8	9.8	7.6	33.2	1.0	18.1	5.5	12.0
158045.0	.3	.3	.4	.5	.4	.3	.4	.2	.4	.2	.7	.5	.3	.3
359872.0	.2	.5	.4	.3	.2	.5	.5	.4	.1	.2	.6	.3	.3	.2
4416951.0	22.2	9.0	8.7	11.1	14.5	11.1	9.1	23.0	14.8	13.3	10.5	10.3	11.1	12.6
210800.0	.0	.2	.1	.1	.2	.2	.2	.3	.1	.2	.2	.1	.2	.0
4335781.0	.7	.7	.3	.4	.5	.3	.3	.3	.2	.3	.3	.3	1.1	.7
4467347.0	1.3	1.5	1.2	1.8	1.6	3.7	2.5	2.0	.8	.4	1.4	2.7	2.1	1.9
4424408.0	.4	.4	.5	.3	.3	.5	.4	.5	.3	.3	.2	.5	.5	.4
72820.0	.7	.6	.3	.4	.6	.4	.6	.5	.2	.6	.4	.4	1.7	.8
3841096.0	1.5	1.4	1.8	1.9	1.8	.4	.4	1.5	.8	1.3	.9	1.0	.7	1.3
189356.0	1.3	1.8	.7	1.0	.9	.5	.5	.7	1.5	1.1	.7	.4	.9	.8
193233.0	.5	.7	.6	.4	.3	.6	.8	.5	.4	.6	.3	.7	.6	1.0
1749079.0	.3	.3	.4	.2	.2	.5	.4	.4	.3	.2	.1	.4	.4	.3
54563.0	1.2	1.3	1.1	1.8	1.0	.6	.5	1.2	.7	1.3	.2	.7	.7	1.8
4453304.0	2.6	1.6	3.3	3.0	2.5	1.9	2.6	2.5	2.3	2.4	2.8	1.6	1.6	1.8
2506486.0	.9	1.0	1.2	1.1	1.1	1.4	1.2	1.1	.8	.9	1.0	.8	.7	1.1
4407278.0	2.0	1.3	1.1	1.7	2.2	.5	.5	3.4	1.7	4.1	.7	.4	2.3	1.5
167950.0	1.1	1.1	1.3	1.2	1.1	.8	1.7	1.3	1.6	1.5	1.1	1.6	1.7	1.6
4455330.0	2.4	1.9	1.4	1.0	1.3	3.3	.8	3.8	.9	.9	1.4	1.3	1.3	1.8
175560.0	1.6	1.9	1.4	1.7	1.7	1.1	1.1	1.5	1.5	1.5	2.5	1.4	1.5	1.7
2243510.0	1.6	.8	3.4	1.0	.4	2.6	2.8	1.8	1.7	.6	3.3	1.9	.9	2.0
4425634.0	.5	.4	.7	.1	.1	1.0	.7	.2	1.7	1.0	.8	.9	2.8	.5
753638.0	4.1	5.0	7.1	5.1	13.5	2.6	17.2	2.0	27.7	7.5	13.4	6.5	1.8	10.7
1919007.0	.4	.5	.7	.4	.4	.7	.6	.6	.5	.4	.2	.6	.6	.6
578016.0	.3	.4	.4	.2	.2	.5	.3	.4	.2	.2	.1	.4	.3	.6
839610.0	.3	.2	.4	.5	.3	.6	.4	.3	.4	.2	.3	.3	.3	.3
4391009.0	1.8	.5	2.1	2.1	1.1	2.3	2.2	1.3	2.4	.5	1.0	2.7	2.9	2.6
4435784.0	.5	.6	.6	.4	.5	.9	.7	.6	.6	.4	.2	.7	.7	.9
177828.0	3.1	1.3	2.0	3.4	4.3	5.1	3.2	1.8	2.3	3.9	2.6	2.8	3.9	2.0
4332078.0	.2	.2	.1	.2	.3	.4	.4	.1	.2	.4	1.0	.3	.2	.1
16054.0	15.2	7.9	6.6	10.0	12.9	7.1	7.7	14.5	8.1	6.7	7.1	10.1	10.5	10.5
113542.0	4.1	3.8	6.8	3.6	3.5	4.7	2.7	2.8	2.9	3.4	4.4	3.7	3.6	3.3
4444790.0	1.1	.2	3.9	3.4	2.4	.6	4.2	.9	1.9	1.3	3.1	2.3	.4	1.6
195436.0	.3	.4	.3	.4	.4	.4	.4	.3	.3	.2	.7	.5	.4	.3
4336943.0	2.7	3.6	2.4	.4	2.5	8.0	1.0	20.0	1.0	2.5	1.2	1.5	3.2	5.9
195215.0	.2	.6	.3	.7	.8	.2	.4	.4	.8	.2	.8	.2	.4	.5
182073.0	.8	.7	1.0	1.7	2.1	2.2	1.9	1.2	.9	.4	.7	2.0	.8	.5
147484.0	1.5	1.3	2.2	1.6	2.2	2.1	1.9	.9	.9	1.5	2.3	.9	1.0	.9
4482598.0	2.7	.4	8.6	.1	.2	.6	.9	.1	.7	1.4	.8	.1	1.5	1.3
718624.0	1.1	1.0	1.2	.9	.9	.8	1.4	1.2	1.4	1.5	1.0	1.3	1.6	1.2
174516.0	6.1	7.1	12.7	7.5	12.6	13.9	7.4	5.6	7.7	7.7	12.1	7.2	7.8	5.3
4447992.0	2.2	1.2	1.9	1.3	2.2	.3	.8	3.6	1.4	1.8	1.3	.6	1.2	1.2
2544615.0	1.4	1.1	1.0	1.5	1.2	1.4	1.3	.8	.9	.8	2.9	1.6	1.3	1.3
3940440.0	.3	.4	.4	.3	.3	.5	.3	.4	.2	.3	.2	.4	.4	.4
841635.0	1.5	.9	1.9	.8	2.0	1.5	3.4	1.7	.7	.2	1.8	2.6	2.1	1.6
174831.0	.5	.3	.8	.4	.5	.6	.8	.6	.7	.3	.4	1.2	.9	.7
4329571.0	.2	.3	.3	.2	.2	.4	.2	.3	.2	.2	.1	.3	.3	.5
157424.0	4.3	5.4	5.4	5.8	9.0	6.9	2.9	4.4	4.0	1.8	6.7	2.9	4.4	9.5
141145.0	.4	.4	.5	.3	.3	.3	.5	.3	.4	.8	.4	.3	.4	.4
3256931.0	.6	.5	.7	.6	.5	.6	.6	.6	.6	.4	.2	.8	.6	.7
580629.0	.3	.2	.6	.3	.3	.3	.8	.4	.4	.1	.4	.7	.6	.5
4429854.0	.4	.4	.7	.5	.7	.3	.9	.9	1.2	.4	.6	.3	1.0	.4
4405104.0	5.5	4.1	4.1	5.2	7.8	6.6	4.7	5.1	6.1	3.2	2.1	4.2	3.5	4.6
179744.0	1.4	.6	.6	3.5	1.0	2.2	2.1	1.1	1.8	1.7	2.8	3.3	1.0	.5
174818.0	.5	.3	.4	.3	.4	.4	.4	.2	.3	.3	.5	.6	.4	.5
4410988.0	.6	.8	2.0	1.0	1.0	.5	.4	1.1	.6	.4	.5	.5	.5	1.3
4411138.0	3.1	3.6	1.0	1.3	1.7	.4	1.3	1.6	1.3	1.5	1.7	.5	3.8	1.8
806852.0	1.2	2.2	1.5	2.9	6.2	.3	.2	.6	2.2	2.9	.5	1.5	2.3	.9
4437515.0	1.0	.9	.7	2.3	.9	.7	1.1	.2	.2	.3	.8	.7	.2	.8
4419276.0	.3	.2	.2	.1	.1	.1	.2	.4	.3	.2	.3	.1	1.7	.2
4480923.0	1.6	.3	3.2	7.1	2.5	4.4	2.7	1.2	3.4	2.9	.5	4.2	3.3	.5
552235.0	.6	.5	.5	.3	.3	.3	.2	.7	.3	.7	.1	.2	.4	.4
4412540.0	4.4	4.9	5.1	6.5	5.2	5.3	4.4	4.0	4.8	5.4	5.2	4.7	3.9	4.9
4425648.0	7.0	7.9	11.1	6.1	6.1	8.7	5.5	5.4	4.7	5.9	7.6	6.4	6.8	5.4
4368216.0	.7	.8	1.0	.8	.7	1.6	1.3	1.6	.6	.8	1.0	1.4	1.3	1.2
196664.0	.2	.3	.2	.2	.2	.5	.3	.2	.2	.2	.1	.4	.4	.5
4442899.0	4.8	4.1	6.3	3.9	2.6	3.4	.4	3.5	1.4	4.5	.3	2.0	7.5	4.0
4358322.0	2.0	3.8	1.0	1.4	2.5	1.7	2.7	1.0	3.7	8.2	4.2	1.4	2.9	1.7
4369272.0	.3	.3	.6	.4	.4	.7	.5	.5	.3	.4	.5	.5	.5	.5
176104.0	1.0	1.0	.5	.9	.9	1.4	1.5	.7	.8	.8	1.6	.8	.5	.9
279107.0	1.8	1.2	1.5	1.6	1.8	1.5	.5	1.0	2.3	1.2	.9	2.5	2.3	3.2
4480970.0	1.6	2.4	1.9	1.2	1.3	1.4	1.8	1.8	1.2	2.2	1.2	1.8	1.5	2.7
4318671.0	9.7	13.4	3.6	5.4	2.8	3.3	4.2	4.4	3.7	1.8	.9	5.3	3.1	5.0
2033299.0	.4	.3	.3	.2	.6	.4	.6	.9	.3	.3	.5	.2	.6	.2
4455767.0	.6	.4	.3	.4	.4	.1	.2	.4	.2	.4	.4	.2	.6	.6
186851.0	.7	.4	.2	.7	.6	1.0	.7	.7	.6	.8	1.0	1.6	.7	.6
4359056.0	.3	.3	.4	.2	.2	.5	.4	.4	.2	.2	.1	.4	.4	.5
4336940.0	.8	.6	.7	.6	2.3	.7	1.2	.5	1.4	1.8	1.7	.9	1.6	.4
179663.0	.5	.3	.3	.4	.4	.3	.5	.2	.3	.2	.6	.4	.2	.4
184114.0	.7	.7	.3	.4	.3	.3	.3	.5	.4	.4	.4	.2	.5	.5
4343627.0	.5	.7	.5	.4	.4	.6	.5	.4	.4	.4	.3	.7	.6	.6
4296216.0	2.0	2.5	1.0	1.7	1.6	.9	1.2	1.4	1.1	1.0	1.1	1.1	2.4	2.8
4338624.0	1.7	3.1	2.5	1.2	2.9	3.7	2.2	2.4	1.3	1.8	1.2	4.3	3.0	2.9
311950.0	.2	.2	.2	.2	.1	.4	.4	.4	.1	.1	.1	.6	.4	.6
176077.0	.3	.4	.5	.4	.4	.8	.3	.4	.2	.4	.3	.4	.4	.2
4449851.0	1.0	1.0	1.1	1.1	.8	.7	1.3	1.1	1.2	1.3	.9	1.2	1.2	1.3
668514.0	.9	1.0	1.0	.9	.9	.7	1.4	1.0	1.3	1.3	1.0	1.1	1.5	1.3
588216.0	.3	.4	.5	.3	.3	.2	.3	.2	.4	.6	.4	.2	.3	.4
3195932.0	.2	.4	.4	.2	.3	.6	.5	.5	.3	.2	.1	.4	.4	.4
366068.0	.3	.4	.3	.4	.4	.3	.4	.3	.3	.3	.7	.5	.3	.3
313764.0	.1	.2	.2	.1	.1	.3	.1	.2	.1	.1	.1	.3	.3	.2
4472174.0	7.5	7.1	10.1	8.9	6.6	6.8	7.5	10.2	6.7	9.6	7.2	5.3	7.9	9.9
178712.0	1.1	1.6	1.2	1.0	2.1	.4	1.8	1.6	1.7	2.3	.6	1.3	.6	1.4
4410938.0	1.4	.9	.8	.7	.7	.4	.4	1.4	1.3	1.4	1.6	.2	1.5	.9
179291.0	1.8	1.5	.4	.6	1.1	.7	.6	.4	.5	.6	1.1	.9	.4	.4
3550973.0	.7	.5	.9	.4	.5	.1	.2	1.7	.4	.4	.6	.1	.2	1.1
4423978.0	.7	.7	8.0	.8	.3	.4	1.5	.4	1.1	2.2	.3	1.0	5.1	1.1
760544.0	1.6	1.4	.5	.7	1.2	.4	.9	.6	.9	2.6	1.2	.4	.2	.7
347690.0	.5	.4	.2	.4	.4	.7	.5	.5	.3	.2	.3	.5	.3	.6
842193.0	.8	.9	1.0	.7	1.7	3.3	2.1	1.4	1.5	.6	1.6	1.9	1.3	.6
230232.0	.7	.5	.4	.7	.9	.5	.5	1.1	.8	.7	1.1	.5	.8	.4
801210.0	3.5	1.6	5.2	6.1	7.9	6.6	6.6	3.3	6.5	1.4	3.8	10.0	6.8	5.4
4484111.0	1.8	2.4	1.6	2.1	2.7	2.1	1.7	1.1	1.3	1.5	1.8	1.7	1.7	1.6
280706.0	.7	.8	.9	.7	.7	.6	1.2	.9	1.0	1.2	.7	1.0	1.1	1.0
2943548.0	.5	.4	.9	.5	.6	.3	.4	.5	.4	1.4	1.0	.3	.3	.6
158415.0	2.1	3.3	2.4	1.5	3.9	2.4	1.5	1.3	2.2	1.3	2.0	5.2	1.8	2.5
4402903.0	1.9	2.7	1.6	2.5	1.5	1.2	2.8	2.1	2.9	3.2	3.6	3.2	1.4	1.9
4318935.0	.6	.8	.9	.7	.7	.6	1.0	.8	.9	1.0	.7	.9	1.0	.9
189083.0	1.1	.6	1.6	1.2	1.2	1.6	1.8	.8	1.4	.6	1.2	1.8	1.2	1.3
1980933.0	1.3	1.5	2.2	4.0	1.8	3.8	.9	1.4	.6	.6	1.0	2.5	4.8	1.0
4310675.0	.2	.3	.2	.3	.2	.1	.1	.3	.4	.5	.5	.1	.3	.2
184996.0	.3	.4	.2	.4	.4	.3	.3	.3	.4	.2	.7	.5	.3	.4
4434315.0	.2	.3	.2	.2	.4	.2	.3	.6	.8	.4	1.1	.1	.4	.2
4462107.0	.7	.7	.6	.6	.6	.4	.4	.5	.6	.7	1.0	.6	.7	.8
4428313.0	1.4	5.4	.4	1.1	.9	.1	2.0	2.5	4.5	5.0	3.0	.7	.5	5.1
677165.0	1.0	1.2	.6	.5	1.0	.9	1.1	1.4	1.1	.8	1.2	.3	1.4	.6
177792.0	.8	.5	.2	.4	.6	.3	.4	.4	.5	.4	.4	.7	.5	1.5
198587.0	.7	.4	.2	.4	.3	.4	.4	.2	.3	.3	.4	.5	.3	.8
187883.0	.7	.8	.6	.8	.8	.6	.5	.6	.8	.7	1.2	.7	.7	.8
178478.0	.5	.5	.4	.2	.5	1.2	.3	.5	.2	.5	.1	.5	1.0	.7
354334.0	.5	.6	.5	.5	.5	.3	.3	.4	.5	.5	.9	.5	.5	.6
4357811.0	.2	.3	.3	.2	.2	.3	.2	.4	.2	.1	.1	.3	.3	.3
4250634.0	.2	.2	.3	.1	.1	.4	.3	.3	.1	.1	.1	.2	.3	.2
208479.0	.4	.3	.3	.2	.2	.4	.5	.4	.2	.3	.4	.5	.6	.6
197233.0	.5	.6	.4	.6	.4	.2	.5	.3	.7	.5	1.2	.2	.4	.4
4328189.0	1.8	1.6	8.1	20.0	1.3	2.0	1.7	1.4	1.1	5.0	1.1	2.0	1.8	1.5
183715.0	.6	.9	1.3	2.6	1.3	.7	2.1	.4	1.3	.9	4.3	.9	.4	.5
2119695.0	.3	.3	.2	.4	.3	.1	.2	.5	.3	.5	.4	.2	.3	.2
151623.0	8.5	4.5	8.6	7.2	8.5	6.7	4.7	1.2	5.9	2.3	1.7	6.3	5.5	3.9
755148.0	2.7	1.1	1.1	.8	1.0	.4	.5	1.3	1.1	2.2	1.5	.3	.6	.8
186259.0	1.8	4.1	1.8	.8	1.6	1.0	.6	3.6	1.3	2.2	.7	.3	1.0	2.3
183676.0	.6	.7	.6	.7	.6	.5	.4	.6	.7	.6	1.1	.6	.7	.7
128300.0	2.7	2.3	1.2	5.0	2.8	.4	11.8	.4	2.0	8.8	3.9	.9	13.8	5.8
178296.0	2.6	4.0	4.6	4.6	6.5	2.8	7.3	6.3	4.0	4.1	12.4	7.5	5.1	1.7
4466827.0	.5	.8	.7	.8	.9	.8	1.5	.3	.8	.4	2.6	1.0	.2	.8
214682.0	2.2	3.6	3.4	3.3	11.2	1.7	.2	1.2	1.6	2.4	1.3	.8	2.8	2.6
3483793.0	.4	.3	.4	.3	.2	.2	.4	.3	.4	.5	.3	.2	.2	.5
180846.0	.5	1.1	.3	.4	.3	.2	.2	.3	.6	.5	.3	.2	.4	.3
29625.0	5.1	5.0	2.7	1.7	15.1	3.9	3.1	4.4	2.8	8.5	6.1	6.0	1.6	3.6
4380450.0	2.9	2.0	3.9	2.1	2.0	2.2	3.3	2.6	3.0	3.7	2.7	1.8	1.8	2.5
187178.0	.2	.3	.4	.2	.3	.5	.4	.5	.3	.2	.1	.4	.4	.5
259097.0	.9	3.4	2.8	2.3	1.5	1.2	1.3	1.4	3.3	.9	.4	1.4	.7	1.9
192070.0	.4	.4	.4	.1	.2	.4	.6	.5	.5	.2	.1	.5	.7	1.1
183062.0	4.9	1.5	2.1	3.7	1.3	4.2	1.8	1.6	5.1	8.5	.9	5.0	1.1	3.5
3304236.0	.3	.3	.4	.3	.3	.4	.4	.4	.3	.2	.1	.3	.4	.3
211907.0	.3	.2	.1	.3	.1	.1	.1	.1	.1	.1	.1	.2	.1	.3
336710.0	.3	.3	.4	.3	.3	.5	.5	.4	.6	.2	.2	.5	.6	.4
344746.0	.3	.3	.4	.4	.4	.8	.3	.2	.2	.3	.9	.2	.4	.3
191161.0	.7	.8	.6	.8	.8	.6	.5	.7	.7	.6	1.2	.7	.7	.8
215231.0	.5	.4	.2	.3	.3	.7	.4	.5	.1	.5	.3	.1	.3	.5
2550241.0	.1	.1	.3	.2	.2	.2	.3	.2	.3	.1	.2	.4	.2	.1
731422.0	.3	.2	.5	.6	.6	.2	.6	.2	.4	.3	.4	.8	.2	.2
811492.0	.5	.6	.6	.5	.5	.4	.8	.6	.8	.8	.5	.7	.7	.7
178686.0	.3	.5	.2	.2	.2	.2	.2	.6	.4	.7	.9	.2	.5	.4
4438565.0	.4	.6	.3	.4	.5	.5	.5	.9	.9	.5	.6	.2	.8	.3
176306.0	.4	.2	.2	.4	.4	.4	.3	.3	.2	.4	.5	.3	.2	.5
4483570.0	1.7	1.8	2.6	1.1	1.2	1.4	.7	1.7	.8	.5	1.4	2.4	5.0	2.1
2254348.0	.2	.1	.3	.3	.6	.2	.4	.5	.3	.2	.5	.1	.7	.1
189708.0	.5	.7	.5	.6	.6	.4	.4	.6	.6	.4	.8	.5	.5	.6
4472200.0	.3	.2	.2	.2	.4	.3	.4	.5	.3	.3	.5	.2	.5	.1
3302038.0	.5	.7	1.9	.9	.6	1.5	1.0	1.0	.6	.3	.4	.5	.7	.6
213566.0	.3	.3	.7	.3	.3	.5	.9	.5	.2	.1	.3	.7	.4	.6
4454737.0	.4	.5	.4	1.4	.4	.3	1.9	.3	.7	.4	1.4	.1	.2	.4
4357315.0	.7	.6	1.1	.3	.6	.8	1.0	.6	.5	.4	.5	.5	.4	.9
4396248.0	4.8	6.6	3.4	2.5	3.1	1.4	2.8	1.8	2.2	7.7	3.6	2.3	1.9	3.4
292260.0	.6	3.6	.9	.1	.2	1.9	.1	1.2	.6	.8	.3	.9	1.5	.5
4460847.0	1.3	1.0	.8	.8	.7	.7	.9	.7	.4	1.6	.8	.5	.8	1.1
48084.0	16.0	21.3	13.4	14.3	15.3	20.4	13.1	13.8	24.8	19.8	12.4	17.7	19.1	19.0
4326866.0	.7	.5	.4	.9	.9	1.0	.9	.5	1.0	1.5	2.7	.7	.3	.3
188192.0	.4	.3	.2	.3	.3	.4	.4	.2	.3	.3	.5	.3	.2	.3
175323.0	.3	.4	.2	.2	.2	.1	.2	.2	.5	.5	.5	.1	.3	.3
4431558.0	.6	1.1	1.1	.9	.6	.7	.4	.8	.9	.4	.3	.6	.6	.9
181858.0	.9	.8	.6	.9	.8	.5	.5	.7	.7	.7	1.2	.7	.8	.8
4359214.0	.3	.2	.6	.6	.4	.7	.5	.6	.5	.2	.8	.5	.4	.4
178183.0	.5	.5	.2	.4	.4	.1	.5	.7	.2	.4	.4	.3	.6	.3
204352.0	.8	.4	.3	.5	.7	.3	.3	.5	.5	.7	.7	.2	.2	.5
178713.0	.8	.5	.3	.9	.9	.3	.4	.4	.5	.5	.3	.5	.2	.7
170462.0	.4	.5	.3	.5	.4	.1	.3	.3	.2	.3	.2	.5	.3	1.0
186081.0	.4	.4	.3	.5	.4	.3	.4	.3	.4	.2	.6	.5	.4	.3
1978955.0	.9	.8	1.1	.6	.8	.6	1.3	.6	1.6	1.4	.8	.6	.7	.8
4353913.0	5.6	1.5	1.4	3.3	8.3	.9	3.3	1.4	3.1	4.0	4.1	2.5	1.0	2.1
199534.0	1.3	.9	.7	.9	.7	1.6	1.2	.9	.8	.4	1.3	1.4	1.5	1.4
177478.0	1.8	2.8	2.2	1.2	1.3	.9	1.1	3.1	1.4	1.4	2.4	.7	1.1	2.6
2696706.0	.2	.3	.3	.2	.2	.5	.3	.4	.2	.2	.1	.4	.4	.4
4451906.0	.1	.1	.2	.2	.2	.3	.4	.1	.3	.1	.2	.2	.2	.1
4449244.0	.4	.5	1.1	.7	.5	1.2	.2	.5	.3	.7	.2	.8	.6	.5
174519.0	.5	.3	.2	.3	.4	.3	.3	.2	.2	.4	.3	.3	.2	.4
553611.0	2.1	1.0	2.0	1.3	1.7	.2	1.4	.6	3.6	2.3	1.2	2.1	.5	4.7
2338105.0	.3	.4	.3	.4	.4	.2	.2	.4	.4	.3	.6	.3	.4	.4
187751.0	.4	.3	.4	.4	.4	.6	.5	.6	.2	.2	.4	.8	.6	.7
174695.0	.3	.4	.3	.7	.6	.2	.3	.4	.3	.4	.5	.3	.3	.4
183030.0	1.4	1.1	1.1	2.5	2.3	1.6	1.9	1.5	1.7	2.1	1.6	1.3	1.4	.8
4434268.0	.5	.4	.3	.3	.5	.1	.2	.8	.5	.6	.1	.2	.3	.4
4463532.0	.9	.6	.5	.8	.7	.7	.8	.5	.6	1.0	.8	.5	.6	.7
4377418.0	.8	.4	.9	.3	.8	.1	.4	.8	.8	.9	.4	.4	.3	.5
2617854.0	5.4	3.9	3.7	2.8	4.5	7.1	5.4	4.3	3.6	3.1	4.0	5.2	4.9	6.0
173876.0	.8	.3	.2	.3	.3	.3	.4	.2	.3	.3	.5	.3	.3	.6
173986.0	.5	.6	.5	.5	.5	.4	.3	.3	.5	.4	.8	.4	.6	.6
361507.0	3.1	3.7	3.4	.8	3.7	1.7	.1	.5	4.6	4.1	.1	.6	2.4	4.1
3325758.0	.3	.2	.4	.1	.2	.4	.6	.4	.4	.1	.1	.6	.6	.8
186883.0	.2	.4	.1	.2	.2	.1	.1	.3	.2	.2	.1	.1	.3	.3
211764.0	2.7	2.9	3.3	1.4	3.9	1.8	.1	1.5	1.9	.8	1.5	2.2	4.9	2.1
190639.0	.8	.6	.4	.2	.7	1.6	1.0	1.1	.4	.5	.9	.6	1.1	.6
4469302.0	3.1	7.5	8.4	3.3	3.0	1.6	2.0	3.0	7.4	4.9	2.3	2.0	2.3	3.3
4428676.0	.1	.1	.2	.2	.2	.3	.2	.1	.3	.1	.3	.2	.1	.1
180421.0	2.9	2.8	1.7	2.0	1.9	4.1	3.8	1.2	2.3	3.1	3.0	1.6	2.3	2.7
348027.0	.2	.1	.2	.1	.1	.3	.2	.2	.1	.1	.1	.2	.2	.2
3855938.0	3.8	5.4	4.0	1.5	2.8	1.1	.7	14.8	2.4	2.5	.4	1.0	1.2	2.0
185558.0	.5	.7	.5	.7	.4	.2	.1	.4	.6	.8	.3	.2	.4	.5
2075910.0	.5	.2	.7	.5	.5	.3	.7	.4	.4	.2	.5	.8	.5	.4
3265161.0	.5	.4	.4	.4	.3	.3	.5	.3	.4	.3	.3	.2	.3	.6
4470603.0	.5	.3	.7	.6	.4	.2	.3	.3	.3	.3	.2	.3	.4	.4
4412542.0	.2	.1	.3	.4	.3	.2	.4	.2	.4	.1	.4	.4	.2	.3
2198356.0	.2	.1	.2	.1	.1	.3	.2	.2	.1	.1	.1	.3	.3	.3
1667433.0	.4	.5	.1	.6	.5	.2	.6	.3	.4	.7	.7	.4	.4	.3
181059.0	1.1	.6	.3	.6	.5	.7	.5	.4	.5	.5	.6	.5	.4	.8
194383.0	.4	.5	.4	.5	.5	.3	.3	.4	.4	.4	.7	.4	.4	.5
175741.0	.2	.2	.2	.4	.4	.3	.3	.2	.2	.4	.4	.2	.2	.2
177335.0	.2	.3	.1	.2	.2	.1	.1	.3	.2	.2	.1	.1	.2	.3
174943.0	.8	.4	.5	.6	.5	.4	.5	.4	.4	.3	.7	.5	.4	.5
4343528.0	.6	.6	.8	.4	.5	.6	.8	.6	.4	.5	.5	.4	.5	.8
182911.0	.3	.3	.1	.2	.2	.1	.2	.1	.1	.1	.2	.2	.2	.4
338754.0	.1	.1	.1	.1	.1	.2	.2	.1	.1	.1	.1	.2	.2	.2
194626.0	.3	.7	.3	.3	.3	.3	.3	.2	.3	.2	.6	.4	.3	.3
293342.0	.2	.3	.1	.3	.2	.1	.1	.3	.2	.2	.1	.1	.3	.3
321453.0	.2	.3	.1	.3	.2	.1	.1	.4	.2	.2	.1	.1	.3	.3
365536.0	.5	.5	.7	.4	.4	.8	.4	.5	.4	.3	.3	.5	.4	.5
297057.0	.2	.2	.3	.2	.2	.4	.3	.3	.2	.2	.1	.3	.3	.3
2835813.0	1.3	.8	.6	.5	1.1	.9	1.1	1.1	1.0	1.0	.8	.3	.6	.9
554163.0	.4	.5	.5	.4	.4	.3	.6	.6	.6	.7	.4	.6	.7	.6
4438545.0	.4	.4	.4	.3	.7	.4	.6	.9	.4	.5	.5	.2	.7	.2
4342104.0	1.0	.7	.7	.9	.6	.5	.5	1.0	.4	1.0	.4	.4	.4	.8
3908638.0	.3	.4	.4	.3	.3	.3	.6	.4	.5	.6	.4	.4	.5	.5
4399109.0	2.2	3.4	2.9	3.0	4.3	2.2	.9	3.4	2.0	.5	.8	4.8	2.4	1.0
4335815.0	.2	.2	.2	.3	.5	.4	.2	.2	.3	.3	.3	.3	.2	.2
3530697.0	.3	.3	.2	.2	.2	.2	.2	.2	.2	.2	.2	.1	.2	.3
732765.0	3.0	2.4	2.8	1.2	1.9	4.7	3.6	1.7	2.9	4.8	3.6	3.4	3.6	4.4
4479373.0	.5	.5	.2	.3	.3	.1	.1	.3	.2	.3	.5	.2	.5	.4
4226619.0	.4	.7	.4	.6	.6	.9	.6	.5	.3	.2	.4	.7	.6	.6
173135.0	.1	.1	.1	.1	.2	.1	.1	.1	.2	.1	.3	.1	.2	.1
185575.0	.4	.6	.2	.3	.3	.2	.2	.2	.5	.3	.2	.1	.3	.3
293843.0	.1	.1	.3	.2	.2	.2	.3	.1	.2	.1	.2	.3	.2	.1
4472721.0	.3	.1	.1	.2	.1	.3	.3	.2	.1	.2	.1	.2	.2	.2
369635.0	.3	.3	.1	.2	.2	.1	.1	.2	.2	.2	.3	.2	.3	.2
4410401.0	.6	.4	.8	.8	.6	.8	.4	.7	.3	.5	.5	1.0	1.0	.8
4435186.0	1.8	1.9	7.6	7.6	3.6	2.7	7.1	5.6	3.4	.5	4.8	4.1	1.5	2.8
1146771.0	.4	.3	.3	.3	.2	.2	.2	.4	.2	.4	.1	.1	.2	.4
2415144.0	.2	.3	.3	.2	.2	.5	.3	.3	.1	.2	.1	.4	.2	.2
198145.0	.2	.3	.1	.2	.2	.1	.1	.2	.2	.2	.1	.1	.2	.2
4466275.0	.8	.4	.5	.7	1.2	.3	.5	.6	.5	.6	.6	.3	.5	.3
4342023.0	.3	.4	.1	.1	.2	.2	.2	.5	.2	.2	.3	.1	.0	.2
4345397.0	.4	.4	.4	.3	.4	.2	.5	.4	.4	.6	.4	.4	.5	.5
688800.0	.2	.2	.3	.4	.4	.5	.4	.1	.3	.3	.5	.1	.1	.3
4458959.0	.5	.8	.9	1.1	1.0	.8	1.0	.5	1.0	.5	.3	1.3	.7	.8
134174.0	.4	.7	1.6	.9	1.2	.1	.1	.1	1.3	.3	.1	.2	.4	2.3
1694319.0	.4	.6	.3	.4	.4	.3	.2	.3	.3	.3	.5	.3	.3	.4
4413869.0	.2	.1	.2	.1	.4	.2	.3	.4	.1	.2	.3	.1	.4	.1
177150.0	.2	.2	.3	.2	.2	.3	.3	.3	.2	.2	.1	.3	.3	.2
185814.0	.3	.5	.2	.3	.3	.1	.2	.2	.4	.3	.2	.1	.3	.3
168415.0	.4	.5	.4	.3	.4	.3	.6	.4	.5	.5	.4	.5	.5	.5
288004.0	3.2	3.1	2.5	.9	1.6	.7	.6	4.1	3.0	1.8	2.3	.6	2.8	5.0
147702.0	.1	.2	.1	.2	.2	.1	.5	.1	.3	.2	.3	.3	.1	.2
4423027.0	.4	.5	.5	.4	.4	.3	.6	.4	.6	.6	.4	.5	.6	.6
249776.0	4.7	4.8	4.7	5.3	12.7	7.2	14.0	1.5	8.0	7.0	4.9	1.7	8.4	3.9
4418233.0	1.0	1.4	.6	.4	.5	.7	.3	1.0	.7	.4	.4	.7	1.5	.7
2921213.0	.2	.2	.2	.2	.1	.4	.2	.2	.1	.1	.1	.4	.2	.2
